Ejercicio,Código Entidad,Entidad,Código Departamento,Departamento,Código Clase,Clase,Código Sección,Sección,Código Grupo,Grupo,Código Recurso,Recurso,Asignado,Modificado,Vigente,Devengado,Percibido
2017,12100716,MUNICIPALIDAD DE SAN MARCOS LA LAGUNA,0700,SOLOLA,15000,RENTAS DE LA PROPIEDAD,15100,INTERESES,15130,POR DEPOSITOS,15131,POR DEPOSITOS INTERNOS,"45,000.00",0,45000,"12,553.92","12,553.92"
2017,12100716,MUNICIPALIDAD DE SAN MARCOS LA LAGUNA,0700,SOLOLA,15000,RENTAS DE LA PROPIEDAD,15300,ARRENDAMIENTO DE TIERRAS Y TERRENOS,15310,ARRENDAMIENTO DE TIERRAS Y TERRENOS,15310,ARRENDAMIENTO DE TIERRAS Y TERRENOS,"20,000.00",0,20000,0.00,0.00
2017,12100716,MUNICIPALIDAD DE SAN MARCOS LA LAGUNA,0700,SOLOLA,16000,TRANSFERENCIAS CORRIENTES,16100,DEL SECTOR PRIVADO,16110,DE PERSONAS Y UNIDADES FAMILIARES,16110,DE PERSONAS Y UNIDADES FAMILIARES,0.00,0,0,0.00,0.00
2017,12100716,MUNICIPALIDAD DE SAN MARCOS LA LAGUNA,0700,SOLOLA,16000,TRANSFERENCIAS CORRIENTES,16200,DEL SECTOR PÚBLICO,16210,DE LA ADMINISTRACIÓN CENTRAL,16210,DE LA ADMINISTRACIÓN CENTRAL,"1,981,512.50",0,1981512.5,"1,023,463.47","1,023,463.47"
2017,12100716,MUNICIPALIDAD DE SAN MARCOS LA LAGUNA,0700,SOLOLA,17000,TRANSFERENCIAS DE CAPITAL,17100,DEL SECTOR PRIVADO,17110,DE PERSONAS Y UNIDADES FAMILIARES,17110,DE PERSONAS Y UNIDADES FAMILIARES,0.00,1530.25,1530.25,"2,000.00","2,000.00"
2017,12100716,MUNICIPALIDAD DE SAN MARCOS LA LAGUNA,0700,SOLOLA,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17210,DE LA ADMINISTRACIÓN CENTRAL,17210,DE LA ADMINISTRACIÓN CENTRAL,"9,916,787.50",856425.66,10773213.16,"5,195,830.77","5,195,830.77"
2017,12100716,MUNICIPALIDAD DE SAN MARCOS LA LAGUNA,0700,SOLOLA,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17220,DE ENTIDADES DESCENT. Y AUTONOMAS NO FINAN.,17220,DE ENTIDADES DESCENT. Y AUTONOMAS NO FINAN.,0.00,182420.06,182420.06,"145,936.05","145,936.05"
2017,12100716,MUNICIPALIDAD DE SAN MARCOS LA LAGUNA,0700,SOLOLA,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23100,DISMINUCIÓN DE DISPONIBILIDADES,23110,DISMINUCIÓN DE CAJA Y BANCOS,23110,DISMINUCIÓN DE CAJA Y BANCOS,0.00,439081.63,439081.63,0.00,0.00
2017,12100716,MUNICIPALIDAD DE SAN MARCOS LA LAGUNA,0700,SOLOLA,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23400,DISM. DE ACT. DIFERIDOS Y ANTICIPOS A CONTRATISTAS,23440,DISM. DE ANTICIPOS A CONTRAT. Y PROV. A LGO. PL.,23440,DISM. DE ANTICIPOS A CONTRAT. Y PROV. A LGO. PL.,0.00,66406.75,66406.75,0.00,0.00
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,10000,INGRESOS TRIBUTARIOS,10100,IMPUESTOS DIRECTOS,10140,IMPUESTOS MUNICIPALES,10141,SOBRE LA TENENCIA DE PATRIMONIO,"26,000.00",0,26000,"7,589.20","7,589.20"
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10281,SOBRE ESTABLECIMIENTOS COMERCIALES,"1,850.00",0,1850,0.00,0.00
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10282,SOBRE ESTABLECIMIENTOS DE SERVICIOS,600.00,0,600,0.00,0.00
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10283,SOBRE ESTABLECIMIENTOS INDUSTRIALES,"2,800.00",0,2800,0.00,0.00
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10284,SOBRE DIVERSIONES Y ESPECTACULOS,"12,000.00",0,12000,"2,500.00","2,500.00"
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10285,"SOBRE PRODUCTOS PRIMARIOS, MINERALES Y VEGETALES","190,000.00",0,190000,0.00,0.00
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10286,SOBRE PRODUCTOS PRIMARIOS AGRICOLAS,"165,000.00",0,165000,207.00,207.00
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10288,SOBRE PRODUCTOS INDUSTRIALES,"20,000.00",0,20000,0.00,0.00
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10289,OTROS ARBITRIOS MUNICIPALES,"99,350.00",0,99350,"51,402.00","51,402.00"
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,11000,INGRESOS NO TRIBUTARIOS,11200,TASAS,11290,TASAS Y LICENCIAS VARIAS,11290,TASAS Y LICENCIAS VARIAS,"450,000.00",0,450000,"310,833.57","310,833.57"
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,11000,INGRESOS NO TRIBUTARIOS,11400,"ARRENDAMIENTO DE EDIFICIOS, EQUIPOS E INSTALACIONES",11410,DE EDIFICIOS Y VIVIENDAS,11410,DE EDIFICIOS Y VIVIENDAS,"178,000.00",0,178000,"25,549.00","25,549.00"
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,11000,INGRESOS NO TRIBUTARIOS,11600,MULTAS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,"21,000.00",0,21000,0.00,0.00
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,11000,INGRESOS NO TRIBUTARIOS,11900,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,"125,000.00",0,125000,"11,432.75","11,432.75"
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,13000,VTA. DE BIENES Y SERV. DE LA ADM. PÚBLICA,13200,VENTA DE SERVICIOS,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,"189,000.00",0,189000,"46,091.50","46,091.50"
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,14000,INGRESOS DE OPERACION,14100,VENTA DE BIENES,14110,VENTA DE INSUMOS AGRICOLAS,14110,VENTA DE INSUMOS AGRICOLAS,"190,000.00",0,190000,"65,174.00","65,174.00"
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,14000,INGRESOS DE OPERACION,14100,VENTA DE BIENES,14120,VENTA DE PRODUCTOS AGROPECUARIOS Y FORESTALES,14120,VENTA DE PRODUCTOS AGROPECUARIOS Y FORESTALES,"60,000.00",0,60000,0.00,0.00
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,14000,INGRESOS DE OPERACION,14100,VENTA DE BIENES,14190,VENTA DE OTROS BIENES,14190,VENTA DE OTROS BIENES,"5,000.00",0,5000,90.00,90.00
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,14000,INGRESOS DE OPERACION,14200,VENTA DE SERVICIOS,14240,SERVICIOS PÚBLICOS MUNICIPALES,14240,SERVICIOS PÚBLICOS MUNICIPALES,"240,400.00",0,240400,"93,753.50","93,753.50"
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,15000,RENTAS DE LA PROPIEDAD,15100,INTERESES,15130,POR DEPOSITOS,15131,POR DEPOSITOS INTERNOS,"50,000.00",0,50000,"21,263.55","21,263.55"
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,16000,TRANSFERENCIAS CORRIENTES,16200,DEL SECTOR PÚBLICO,16210,DE LA ADMINISTRACIÓN CENTRAL,16210,DE LA ADMINISTRACIÓN CENTRAL,"2,382,125.00",0,2382125,"1,187,310.72","1,187,310.72"
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,17000,TRANSFERENCIAS DE CAPITAL,17100,DEL SECTOR PRIVADO,17110,DE PERSONAS Y UNIDADES FAMILIARES,17110,DE PERSONAS Y UNIDADES FAMILIARES,"10,000.00",1355,11355,0.00,0.00
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17210,DE LA ADMINISTRACIÓN CENTRAL,17210,DE LA ADMINISTRACIÓN CENTRAL,"12,202,875.00",49040.19,12251915.19,"6,027,636.60","6,027,636.60"
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17220,DE ENTIDADES DESCENT. Y AUTONOMAS NO FINAN.,17220,DE ENTIDADES DESCENT. Y AUTONOMAS NO FINAN.,"4,152,022.00",770889.47,4922911.47,"503,492.48","503,492.48"
2017,12100717,MUNICIPALIDAD DE SAN JUAN LA LAGUNA,0700,SOLOLA,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23100,DISMINUCIÓN DE DISPONIBILIDADES,23110,DISMINUCIÓN DE CAJA Y BANCOS,23110,DISMINUCIÓN DE CAJA Y BANCOS,0.00,744075.85,744075.85,0.00,0.00
2017,12100718,MUNICIPALIDAD DE SAN PEDRO LA LAGUNA,0700,SOLOLA,10000,INGRESOS TRIBUTARIOS,10100,IMPUESTOS DIRECTOS,10140,IMPUESTOS MUNICIPALES,10141,SOBRE LA TENENCIA DE PATRIMONIO,"37,900.00",0,37900,"29,150.49","29,150.49"
2017,12100718,MUNICIPALIDAD DE SAN PEDRO LA LAGUNA,0700,SOLOLA,10000,INGRESOS TRIBUTARIOS,10100,IMPUESTOS DIRECTOS,10140,IMPUESTOS MUNICIPALES,10149,IMPUESTOS VARIOS MUNICIPALES,20.00,0,20,0.00,0.00
2017,12100718,MUNICIPALIDAD DE SAN PEDRO LA LAGUNA,0700,SOLOLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10281,SOBRE ESTABLECIMIENTOS COMERCIALES,"51,080.00",0,51080,"15,590.00","15,590.00"
2017,12100718,MUNICIPALIDAD DE SAN PEDRO LA LAGUNA,0700,SOLOLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10282,SOBRE ESTABLECIMIENTOS DE SERVICIOS,"71,510.00",0,71510,"36,580.00","36,580.00"
2017,12100718,MUNICIPALIDAD DE SAN PEDRO LA LAGUNA,0700,SOLOLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10284,SOBRE DIVERSIONES Y ESPECTACULOS,"5,500.00",0,5500,"3,756.00","3,756.00"
2017,12100718,MUNICIPALIDAD DE SAN PEDRO LA LAGUNA,0700,SOLOLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10289,OTROS ARBITRIOS MUNICIPALES,"59,700.00",0,59700,"49,700.00","49,700.00"
2017,12100718,MUNICIPALIDAD DE SAN PEDRO LA LAGUNA,0700,SOLOLA,11000,INGRESOS NO TRIBUTARIOS,11200,TASAS,11290,TASAS Y LICENCIAS VARIAS,11290,TASAS Y LICENCIAS VARIAS,"360,000.00",300000,660000,"302,562.21","302,562.21"
2017,12100718,MUNICIPALIDAD DE SAN PEDRO LA LAGUNA,0700,SOLOLA,11000,INGRESOS NO TRIBUTARIOS,11400,"ARRENDAMIENTO DE EDIFICIOS, EQUIPOS E INSTALACIONES",11410,DE EDIFICIOS Y VIVIENDAS,11410,DE EDIFICIOS Y VIVIENDAS,"119,760.00",0,119760,"76,954.00","76,954.00"
2017,12100718,MUNICIPALIDAD DE SAN PEDRO LA LAGUNA,0700,SOLOLA,11000,INGRESOS NO TRIBUTARIOS,11600,MULTAS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,"14,000.00",0,14000,"3,400.00","3,400.00"
2017,12100718,MUNICIPALIDAD DE SAN PEDRO LA LAGUNA,0700,SOLOLA,11000,INGRESOS NO TRIBUTARIOS,11900,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,"101,000.00",0,101000,"76,376.52","76,376.52"
2017,12100718,MUNICIPALIDAD DE SAN PEDRO LA LAGUNA,0700,SOLOLA,13000,VTA. DE BIENES Y SERV. DE LA ADM. PÚBLICA,13200,VENTA DE SERVICIOS,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,"45,695.00",0,45695,"33,943.00","33,943.00"
2017,12100718,MUNICIPALIDAD DE SAN PEDRO LA LAGUNA,0700,SOLOLA,14000,INGRESOS DE OPERACION,14100,VENTA DE BIENES,14190,VENTA DE OTROS BIENES,14190,VENTA DE OTROS BIENES,"7,810.00",0,7810,"7,225.00","7,225.00"
2017,12100718,MUNICIPALIDAD DE SAN PEDRO LA LAGUNA,0700,SOLOLA,14000,INGRESOS DE OPERACION,14200,VENTA DE SERVICIOS,14240,SERVICIOS PÚBLICOS MUNICIPALES,14240,SERVICIOS PÚBLICOS MUNICIPALES,"922,560.00",0,922560,"687,591.50","687,591.50"
2017,12100718,MUNICIPALIDAD DE SAN PEDRO LA LAGUNA,0700,SOLOLA,15000,RENTAS DE LA PROPIEDAD,15100,INTERESES,15130,POR DEPOSITOS,15131,POR DEPOSITOS INTERNOS,"91,185.00",0,91185,"46,048.54","46,048.54"
2017,12100718,MUNICIPALIDAD DE SAN PEDRO LA LAGUNA,0700,SOLOLA,16000,TRANSFERENCIAS CORRIENTES,16200,DEL SECTOR PÚBLICO,16210,DE LA ADMINISTRACIÓN CENTRAL,16210,DE LA ADMINISTRACIÓN CENTRAL,"2,111,020.00",180151.49,2291171.49,"1,086,179.87","1,086,179.87"
2017,12100718,MUNICIPALIDAD DE SAN PEDRO LA LAGUNA,0700,SOLOLA,17000,TRANSFERENCIAS DE CAPITAL,17100,DEL SECTOR PRIVADO,17110,DE PERSONAS Y UNIDADES FAMILIARES,17110,DE PERSONAS Y UNIDADES FAMILIARES,0.00,10100,10100,"5,000.00","5,000.00"
2017,12100718,MUNICIPALIDAD DE SAN PEDRO LA LAGUNA,0700,SOLOLA,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17210,DE LA ADMINISTRACIÓN CENTRAL,17210,DE LA ADMINISTRACIÓN CENTRAL,"10,585,730.00",908906.2,11494636.2,"5,514,223.75","5,514,223.75"
2017,12100718,MUNICIPALIDAD DE SAN PEDRO LA LAGUNA,0700,SOLOLA,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17220,DE ENTIDADES DESCENT. Y AUTONOMAS NO FINAN.,17220,DE ENTIDADES DESCENT. Y AUTONOMAS NO FINAN.,0.00,1249186.01,1249186.01,"432,963.64","432,963.64"
2017,12100718,MUNICIPALIDAD DE SAN PEDRO LA LAGUNA,0700,SOLOLA,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23100,DISMINUCIÓN DE DISPONIBILIDADES,23110,DISMINUCIÓN DE CAJA Y BANCOS,23110,DISMINUCIÓN DE CAJA Y BANCOS,0.00,4737008.46,4737008.46,0.00,0.00
2017,12100719,MUNICIPALIDAD DE SANTIAGO ATITLAN,0700,SOLOLA,10000,INGRESOS TRIBUTARIOS,10100,IMPUESTOS DIRECTOS,10140,IMPUESTOS MUNICIPALES,10141,SOBRE LA TENENCIA DE PATRIMONIO,"150,000.00",0,150000,"48,642.91","48,642.91"
2017,12100719,MUNICIPALIDAD DE SANTIAGO ATITLAN,0700,SOLOLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10284,SOBRE DIVERSIONES Y ESPECTACULOS,"12,000.00",0,12000,"4,500.00","4,500.00"
2017,12100719,MUNICIPALIDAD DE SANTIAGO ATITLAN,0700,SOLOLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10289,OTROS ARBITRIOS MUNICIPALES,"100,000.00",0,100000,"64,780.00","64,780.00"
2017,12100719,MUNICIPALIDAD DE SANTIAGO ATITLAN,0700,SOLOLA,11000,INGRESOS NO TRIBUTARIOS,11200,TASAS,11290,TASAS Y LICENCIAS VARIAS,11290,TASAS Y LICENCIAS VARIAS,"1,166,000.00",0,1166000,"346,143.98","346,143.98"
2017,12100719,MUNICIPALIDAD DE SANTIAGO ATITLAN,0700,SOLOLA,11000,INGRESOS NO TRIBUTARIOS,11400,"ARRENDAMIENTO DE EDIFICIOS, EQUIPOS E INSTALACIONES",11410,DE EDIFICIOS Y VIVIENDAS,11410,DE EDIFICIOS Y VIVIENDAS,"260,000.00",0,260000,"81,874.00","81,874.00"
2017,12100719,MUNICIPALIDAD DE SANTIAGO ATITLAN,0700,SOLOLA,11000,INGRESOS NO TRIBUTARIOS,11600,MULTAS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,"93,000.00",0,93000,"24,963.40","24,963.40"
2017,12100719,MUNICIPALIDAD DE SANTIAGO ATITLAN,0700,SOLOLA,11000,INGRESOS NO TRIBUTARIOS,11900,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,"90,000.00",0,90000,"172,706.00","172,706.00"
2017,12100719,MUNICIPALIDAD DE SANTIAGO ATITLAN,0700,SOLOLA,13000,VTA. DE BIENES Y SERV. DE LA ADM. PÚBLICA,13200,VENTA DE SERVICIOS,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,"462,000.00",0,462000,"164,802.00","164,802.00"
2017,12100719,MUNICIPALIDAD DE SANTIAGO ATITLAN,0700,SOLOLA,14000,INGRESOS DE OPERACION,14100,VENTA DE BIENES,14110,VENTA DE INSUMOS AGRICOLAS,14110,VENTA DE INSUMOS AGRICOLAS,"24,000.00",0,24000,0.00,0.00
2017,12100719,MUNICIPALIDAD DE SANTIAGO ATITLAN,0700,SOLOLA,14000,INGRESOS DE OPERACION,14200,VENTA DE SERVICIOS,14240,SERVICIOS PÚBLICOS MUNICIPALES,14240,SERVICIOS PÚBLICOS MUNICIPALES,"3,783,000.00",397000,4180000,"1,132,352.25","1,132,352.25"
2017,12100719,MUNICIPALIDAD DE SANTIAGO ATITLAN,0700,SOLOLA,15000,RENTAS DE LA PROPIEDAD,15100,INTERESES,15130,POR DEPOSITOS,15131,POR DEPOSITOS INTERNOS,"60,000.00",12096.33,72096.33,"16,037.44","16,037.44"
2017,12100719,MUNICIPALIDAD DE SANTIAGO ATITLAN,0700,SOLOLA,15000,RENTAS DE LA PROPIEDAD,15300,ARRENDAMIENTO DE TIERRAS Y TERRENOS,15310,ARRENDAMIENTO DE TIERRAS Y TERRENOS,15310,ARRENDAMIENTO DE TIERRAS Y TERRENOS,"300,000.00",0,300000,"3,673.24","3,673.24"
2017,12100719,MUNICIPALIDAD DE SANTIAGO ATITLAN,0700,SOLOLA,16000,TRANSFERENCIAS CORRIENTES,16200,DEL SECTOR PÚBLICO,16210,DE LA ADMINISTRACIÓN CENTRAL,16210,DE LA ADMINISTRACIÓN CENTRAL,"2,694,342.95",223087.68,2917430.63,"1,345,053.29","1,345,053.29"
2017,12100719,MUNICIPALIDAD DE SANTIAGO ATITLAN,0700,SOLOLA,16000,TRANSFERENCIAS CORRIENTES,16400,DONACIONES CORRIENTES,16410,DE GOBIERNOS EXTRANJEROS,16410,DE GOBIERNOS EXTRANJEROS,0.00,417077.71,417077.71,"90,879.83","90,879.83"
2017,12100719,MUNICIPALIDAD DE SANTIAGO ATITLAN,0700,SOLOLA,17000,TRANSFERENCIAS DE CAPITAL,17100,DEL SECTOR PRIVADO,17110,DE PERSONAS Y UNIDADES FAMILIARES,17110,DE PERSONAS Y UNIDADES FAMILIARES,0.00,531.32,531.32,0.00,0.00
2017,12100719,MUNICIPALIDAD DE SANTIAGO ATITLAN,0700,SOLOLA,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17210,DE LA ADMINISTRACIÓN CENTRAL,17210,DE LA ADMINISTRACIÓN CENTRAL,"13,816,720.05",1125529.35,14942249.4,"6,828,450.14","6,828,450.14"
2017,12100719,MUNICIPALIDAD DE SANTIAGO ATITLAN,0700,SOLOLA,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17220,DE ENTIDADES DESCENT. Y AUTONOMAS NO FINAN.,17220,DE ENTIDADES DESCENT. Y AUTONOMAS NO FINAN.,0.00,712049.12,712049.12,"893,349.64","893,349.64"
2017,12100719,MUNICIPALIDAD DE SANTIAGO ATITLAN,0700,SOLOLA,17000,TRANSFERENCIAS DE CAPITAL,17400,DON. DE CAP. PARA CONSTR. DE BIENES DE USO COM.,17420,DE ORGANISMOS E INSTITUCIONES INTERNAC.,17420,DE ORGANISMOS E INSTITUCIONES INTERNAC.,0.00,449747,449747,"359,797.60","359,797.60"
2017,12100719,MUNICIPALIDAD DE SANTIAGO ATITLAN,0700,SOLOLA,17000,TRANSFERENCIAS DE CAPITAL,17500,DON. DE CAP. P/ CONSTR. DE BIE. USO NO COM. Y OTRAS INV.,17510,DE GOBIERNOS EXTRANJEROS,17510,DE GOBIERNOS EXTRANJEROS,0.00,755970.78,755970.78,0.00,0.00
2017,12100719,MUNICIPALIDAD DE SANTIAGO ATITLAN,0700,SOLOLA,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23100,DISMINUCIÓN DE DISPONIBILIDADES,23110,DISMINUCIÓN DE CAJA Y BANCOS,23110,DISMINUCIÓN DE CAJA Y BANCOS,0.00,634744.63,634744.63,0.00,0.00
2017,12100801,MUNICIPALIDAD DE TOTONICAPAN,0800,TOTONICAPAN,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10289,OTROS ARBITRIOS MUNICIPALES,"500,000.00",0,500000,"392,475.00","392,475.00"
2017,12100801,MUNICIPALIDAD DE TOTONICAPAN,0800,TOTONICAPAN,11000,INGRESOS NO TRIBUTARIOS,11200,TASAS,11290,TASAS Y LICENCIAS VARIAS,11290,TASAS Y LICENCIAS VARIAS,"50,000.00",0,50000,"7,300.00","7,300.00"
2017,12100801,MUNICIPALIDAD DE TOTONICAPAN,0800,TOTONICAPAN,11000,INGRESOS NO TRIBUTARIOS,11300,CONTRIBUCIONES POR MEJORAS,11310,CONTRIBUCIONES POR MEJORAS,11310,CONTRIBUCIONES POR MEJORAS,"5,000.00",0,5000,0.00,0.00
2017,12100801,MUNICIPALIDAD DE TOTONICAPAN,0800,TOTONICAPAN,11000,INGRESOS NO TRIBUTARIOS,11400,"ARRENDAMIENTO DE EDIFICIOS, EQUIPOS E INSTALACIONES",11410,DE EDIFICIOS Y VIVIENDAS,11410,DE EDIFICIOS Y VIVIENDAS,"310,696.00",0,310696,"164,320.00","164,320.00"
2017,12100801,MUNICIPALIDAD DE TOTONICAPAN,0800,TOTONICAPAN,11000,INGRESOS NO TRIBUTARIOS,11600,MULTAS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,"55,100.00",0,55100,"40,295.00","40,295.00"
2017,12100801,MUNICIPALIDAD DE TOTONICAPAN,0800,TOTONICAPAN,11000,INGRESOS NO TRIBUTARIOS,11900,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,"346,100.00",0,346100,"194,577.10","194,577.10"
2017,12100801,MUNICIPALIDAD DE TOTONICAPAN,0800,TOTONICAPAN,13000,VTA. DE BIENES Y SERV. DE LA ADM. PÚBLICA,13200,VENTA DE SERVICIOS,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,"1,887,360.00",0,1887360,"847,289.00","847,289.00"
2017,12100801,MUNICIPALIDAD DE TOTONICAPAN,0800,TOTONICAPAN,14000,INGRESOS DE OPERACION,14200,VENTA DE SERVICIOS,14240,SERVICIOS PÚBLICOS MUNICIPALES,14240,SERVICIOS PÚBLICOS MUNICIPALES,"1,739,744.00",0,1739744,"988,573.50","988,573.50"
2017,12100801,MUNICIPALIDAD DE TOTONICAPAN,0800,TOTONICAPAN,15000,RENTAS DE LA PROPIEDAD,15100,INTERESES,15130,POR DEPOSITOS,15131,POR DEPOSITOS INTERNOS,"20,000.00",0,20000,"43,634.64","43,634.64"
2017,12100801,MUNICIPALIDAD DE TOTONICAPAN,0800,TOTONICAPAN,16000,TRANSFERENCIAS CORRIENTES,16100,DEL SECTOR PRIVADO,16120,DE INSTITUCIONES PRIVADAS SIN FINES DE LUCRO,16120,DE INSTITUCIONES PRIVADAS SIN FINES DE LUCRO,0.00,124280.5,124280.5,"56,250.00","56,250.00"
2017,12100801,MUNICIPALIDAD DE TOTONICAPAN,0800,TOTONICAPAN,16000,TRANSFERENCIAS CORRIENTES,16200,DEL SECTOR PÚBLICO,16210,DE LA ADMINISTRACIÓN CENTRAL,16210,DE LA ADMINISTRACIÓN CENTRAL,"4,834,431.51",0,4834431.51,"2,453,067.06","2,453,067.06"
